DID,Handle,Display Name,CreatedAt,Text,ReplyCount,RepostCount,LikeCount,QuoteCount,Parent DID,Parent Handle,Parent Display Name,Parent CreatedAt,Parent Text,Parent ReplyCount,Parent RepostCount,Parent LikeCount,Parent QuoteCount,Quoted DID,Quoted Handle,Quoted Display Name,Quoted CreatedAt,Quoted Text,Quoted ReplyCount,Quoted RepostCount,Quoted LikeCount,Quoted QuoteCount
did:plc:ttkbcfxran24rjbwj3sfyca6,ashnakano.bsky.social,Ash Nakano / Corvier Fairburn,2024-01-12T05:44:53.771Z,"2/2
Google's algorithm is out of control, their moderation sucks, and they're clearly fine with letting misinformation fester on their platform for clicks and money. They won't even bother moderating malvertisements and ads promoting domestic terrorism. I will no longer host my content there.",0,1,1,0,did:plc:ttkbcfxran24rjbwj3sfyca6,ashnakano.bsky.social,Ash Nakano / Corvier Fairburn,2024-01-12T05:43:29.753Z,"1/2
I'm so done with YouTube and hosting my content on it. I'll report hateful, bigoted comments and users spreading misinformation as well as promoting domestic terrorism yet their comments stay on the platform, then all of a sudden when I call them out on it, my comments are getting hidden.",2,1,3,0,,,,,,0,0,0,0
did:plc:i5mvo22kcxsmqn6e3lgjbfnf,nacl.sh,Salty 🇵🇸 🇵🇸,2024-01-30T16:58:26.979Z,"while it’s maybe better than zero moderation, it makes countering misinformation impossible. people can make claims, you can reply to evidence of their claim being bullshit, and they can block you and remove YOUR reply for others to see",1,2,18,4,did:plc:3pcnghkif2l2bf3g3hx5spsu,babyshoes4cash.com,lydelle buster,2024-01-30T16:55:56.551Z,I think it's good to be able to moderate your own replies,1,0,7,0,,,,,,0,0,0,0
did:plc:qubxqapfhgolpiqqd6azvh5h,icarusquack.bsky.social,icarus,2024-02-08T17:10:17.824Z,"i really want to like this website and i’m trying to use it more but anytime i see somebody rejoice that there’s no spam, misinformation, or bots i want to drop in a bold italicized and underlined “yet” because there are no systems or moderation in place to prevent it (especially now that it’s open)",1,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:7kjfajnyljidr444i5u525mf,maargentino.com,Dr. Marc-André Argentino,2024-02-09T15:06:14.323Z,"Increased moderation of this content is necessary to limit the reach of 764’s network, prevent misinformation, and reduce further victimisation.

To finally note, these networks create and distribute child abuse material, therefore entering these spaces puts you at risk of legal consequences.",0,0,2,0,did:plc:7kjfajnyljidr444i5u525mf,maargentino.com,Dr. Marc-André Argentino,2024-02-09T15:04:51.186Z,"Users often claim to have a previous or ongoing affiliation with 764 to encourage continued interaction. This content also encourages individuals, either implicitly or explicitly, to seek out more information on the group and possibly put themselves at risk of becoming victims.",1,1,4,0,,,,,,0,0,0,0
did:plc:2haw4tub7pkovhsmiogjbyaa,derekbrauders.bsky.social,Derek Brauders,2024-02-10T12:23:03.358Z,"Risk and cost of moderation  ""hot topic"" politics including misinformation is one point that springs to mind regarding meta. It might be giving them concerns given their poor or worse record in this field. (Purely an opinion, it could be many other things)",0,0,0,0,did:plc:jjbsxatjvw35joagnd6ythxg,t0nyyates.bsky.social,Tony Yates,2024-02-10T10:46:16.471Z,"Reading fragments on this from Mosseri and others, it seems to me that what they are doing is just NOT using the algorithm to funnel 'political' accounts into your feed, and they were always not doing that.  ofc here there is no algorithm at all according to BlueSky.",2,1,0,0,,,,,,0,0,0,0
did:plc:6hit5rjdbmlnscmuk4bbtmuc,rincewind.run,Micah,2024-02-14T16:08:04.436Z,Content moderation is hard and we’d like people to stop yelling at us: the story of how misinformation won the war on misinformation,1,17,106,1,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:m3hcjxucmllibzq2kftyc2dr,kinglycrochet.bsky.social,Icarus (fudanshi era),2024-02-22T18:13:43.316Z,"Screenshots because this post has reblogs turned off but this is on the CEOs blog (he’s supposed to be on vacation or something until like May or whatever)

She (predstrogen) was trying to get support because TERFs were mass reporting her and ended up getting terminated",1,2,3,1,did:plc:w5s5uimnclnhauolhkhs4oma,harkitshannah.bsky.social,Hannah Harkness,2024-02-22T17:56:23.132Z,WTF?!?!,1,0,1,0,,,,,,0,0,0,0
did:plc:ew4izh7h3hc2avht2swnbktq,katy.spacecadetgrrl.me,katy ✨ fifteenth doctor and ruby stan account,2024-03-12T19:51:23.146Z,i don't understand a lot of that team post but it scares me cause it seems like they're doing what that billionaire on the other site is doing and outsourcing moderation instead of actually fighting hate and misinformation. hopefully i'm wrong tho :v,2,0,2,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:62n6ekw6zwcaprupu3nmvkun,baeb66.bsky.social,baeb66.bsky.social,2024-03-14T15:20:03.979Z,"We need to make the world safe for American tech companies to violate your privacy, facilitate the spread of misinformation through lax moderation, and sell your information without your consent!",1,1,26,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:6x3sa4qcuhtc4yky2f6eu2ki,flaky.bsky.social,Flaky,2024-03-16T15:43:05.538Z,moderation service idea: a labeller that labels open-source software evangelism and misinformation about software from people spouting that,2,0,1,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:zfk6hz4y3bnavwzclmpasajg,alope.bsky.social,Rubie | Alope | VTUBER WITH A BIG PERSONALITY,2024-03-18T18:49:11.312Z,"Moderation should not be decided by mob rule. Mobs can be whipped up to oppose anyone you want, using whatever misinformation you have handy, and most people don't have the time to fact-check everything on their TL. This is an on-going problem.",1,2,4,0,did:plc:zfk6hz4y3bnavwzclmpasajg,alope.bsky.social,Rubie | Alope | VTUBER WITH A BIG PERSONALITY,2024-03-18T18:48:00.812Z,"Bluesky's latest choice to just officially have their moderation managed by community volunteers is not going as well as I'd hoped. Yes, I did have some amount of hope for it but it's all for naught as it was just making a few well-used but already tainted mutelists part of official policy.",1,2,4,0,,,,,,0,0,0,0
did:plc:jwqku64wref7ypifp77wgz4z,farnazj.bsky.social,Farnaz Jahanbakhsh,2024-03-20T06:42:53.115Z,"It is unrealistic to expect that every website on the web, some the very perpetrators of misinformation, offer misinformation moderation and in a fair and rigorous way. And here’s where our CHI'24 paper comes to the rescue.",0,0,1,0,did:plc:jwqku64wref7ypifp77wgz4z,farnazj.bsky.social,Farnaz Jahanbakhsh,2024-03-20T06:42:13.605Z,"It gives any user the power to assess content accuracy & specify whose assessment they trust. Of course platforms are unlikely to change their design so drastically, not w/o push from the outside. What’s more, people encounter (mis)information anywhere on the web, not just on social platforms.",1,0,1,0,,,,,,0,0,0,0
did:plc:4vvvbvu4cu46qqqjabjgcnns,sanjanah.bsky.social,Dr Sanjana Hattotuwa,2024-03-20T01:01:50.255Z,"Just discovered a ton of new moderation options on the Bluesky Moderation Service, accessed via bsky.app/moderation. Just wonder how @moderation.bsky.app determines misinformation, and if/how this scales across multiple instances?",0,0,5,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:3lyznxzrddyvxmtyidg6ojsk,coyoteden.bsky.social,Coyote ^.^ ΘΔ,2024-04-01T02:25:53.395Z,"Right. Which is why on decent platforms like this one she would get labeled as intolerance/misinformation and be hidden under the default moderation settings. 
Screenshotting Twitter is almost cheating, it’s nothing but that garbage now.",1,0,0,0,did:plc:t3njgkslbwp22iote756mt7e,szymonbrycki.bsky.social,Szymon Brycki,2024-04-01T01:13:04.777Z,"I'm not saying she has no *legal* right to be ignorant. She has no *moral* right,  thou :/",1,0,0,0,,,,,,0,0,0,0
did:plc:iniljto6o7z667rqvphp47km,pavlovforgoths.com,🏳️‍⚧️🦌📌 looking for podcasters,2024-04-04T15:38:45.654Z,"A volunteer moderator here was in Wired for giving Bluesky similar tools Mastodon users have. I tagged an example.

I leave Bluesky and go anywhere else, I see the same complaints about Bluesky, or I get complaints that make me feel this level of moderation is necessary.",1,1,5,0,did:plc:ledovmtxuwa7b64jdiw42xfv,loosf.bsky.social,Luis 🦝🤖 | COMMS OPEN,2024-04-04T15:31:52.048Z,"And like

there ARE issues with the culture of so many instances
but the people complaining almost never really actually know what they are talking about lmao",1,0,6,0,,,,,,0,0,0,0
did:plc:tadhqd2kekknk4ygdrj7jd4z,kraymondh.bsky.social,Keith Raymond Harris,2024-04-10T16:13:55.761Z,"Some open access content for my forthcoming book on the epistemology of misinformation and content moderation is now available: www.taylorfrancis.com/books/mono/1...

#philsky",0,0,5,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:hie4erzhpflxtz6rwttwfnds,bacullenyyc.bsky.social,Bruce Cullen,2024-04-18T21:44:39.353Z,This is fun.,0,0,1,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:kcblfiwdbykmekmobycnqlfo,jenyetagain.bsky.social,Ho Ho Ho Now I Have a Machine Jen 🎄,2024-04-23T20:08:07.951Z,This moderation system is growing on me.,0,0,5,0,did:plc:zssnuuj53xltnpbynke4dk7k,ohrobin.bsky.social,gamera obscura,2024-04-23T19:47:53.120Z,"Anime pfps with garbage takes, what a novelty!",6,0,23,0,,,,,,0,0,0,0
did:plc:jiptcshold4njbnvzxmpkhwc,ryancasey.dev,Ryan Casey,2024-04-25T12:49:49.135Z,Hmmmm,1,0,19,1,did:plc:f4ikfg7j2kokwk4eipyny54c,laurenpersoff.bsky.social,Lauren Persoff,2024-04-25T12:33:42.890Z,Protesters wearing masks are not masking anywhere else. It has nothing to do with Covid — that’s the excuse,10,0,1,0,,,,,,0,0,0,0
did:plc:u42kawnl5p66q2rvbzkgd4ka,evarawlsphd.bsky.social,Non-Player Character,2024-05-09T22:51:47.490Z,"There's quite a bit of ""othering"" when he talks of bskys userbase. If you wanted a no-corporate moderation system, I could see that POV.  But no community or self moderation? That's just active support for bullies, scammers, misinformation peddlers, and other bad actors. 

You want to hurt people.",0,0,24,1,did:plc:p2cp5gopk7mgjegy6wadk3ep,samuel.bsky.team,Samuel,2024-05-09T21:48:58.215Z,"I find the Dorsey interview fascinating because his issue with Bluesky seems to be mostly vibes-based. He wants ultra-pro-free-speech vibes, and thought a protocol-based app would produce that, whereas we've ended up in a situation where borderline unmoderated X is actually the place he wants to be",55,175,1446,27,,,,,,0,0,0,0
did:plc:afxc6locdkxx3dxqgiczqbi6,b2o6n4.bsky.social,Woke Not Broke,2024-05-10T22:00:55.827Z,The below account is spreading #Misinformation about #Voting and #Elections. Report them.   #Trolls #MAGAMorons #Moderation,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:waeh2azqfmi6xk2wwst3olso,sohandsouza.bsky.social,Sohan Dsouza,2024-05-10T17:35:22.404Z,"Promises for inoculation on Google, cross-platform genAI preemption on TikTok, and electoral counter-misinformation moderation from Meta, at Northeastern University London's Internet and Society conference.",0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:afxc6locdkxx3dxqgiczqbi6,b2o6n4.bsky.social,Woke Not Broke,2024-05-12T02:55:56.620Z,"@safety.bsky.app So, with one of the most important elections in our country's history coming up, you guys are allowing voting and election misinformation? The below account has been reported numerous times.  Another @moderation.bsky.app fail.  #Bluesky #Moderation #Misinformation #Trolls",0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:i6silxwkmcjzp4qjfab2iomm,rewirenewsgroup.com,Rewire News Group ,2024-05-30T19:02:41.099Z,2/ Democracy and free speech are at risk with cases like Murthy v. Missouri on social media misinformation; Moody v. NetChoice on content moderation; and Loper Bright Enterprises v. Raimondo potentially dismantling the administrative state.,1,0,5,0,did:plc:i6silxwkmcjzp4qjfab2iomm,rewirenewsgroup.com,Rewire News Group ,2024-05-30T19:02:25.654Z,"1/ As we await SCOTUS rulings on abortion rights, other critical cases are on our radar. Garland v. Cargill addresses bump stocks as machine guns; U.S. v. Rahimi tackles domestic abusers' firearm rights; City of Grants Pass v. Johnson concerns the right to sleep in public.",1,4,8,0,,,,,,0,0,0,0
did:plc:2es575o6gsnfa5r4gfmg6rta,rowast.com,trebor 👻,2024-06-01T05:27:25.570Z,This is a terrible thing to do,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:ukts6fthquwlpdxv7ciiludi,stephanewithane.bsky.social,,2024-06-16T15:17:53.495Z,"The Internet was invented to improve 1) communication and 2) spreading knowledge. It greatly increased the speed and volume of #1 while decreasing its quality, and social media has done nothing to help with that (moderation?). #2 is mostly up with huge misinformation trends due to #1 lack of quality",1,0,1,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:gnyutv2y7adfi2vucluzy673,jgibsondem.bsky.social,Justin Gibson,2024-07-01T23:44:47.716Z,"SCOTUS ruled 6-3 in Moody v. NetChoice (and NetChoice v. Paxton) to send it back to lower courts in a case dealing with social media content moderation policies and handed a big but temporary loss to the right-wing misinformation machine. 
www.vox.com/scotus/35832...",0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:vx74uyvn3evoyctj7s5amcrw,martinstoermer.bsky.social,Martin Stoermer ,2024-07-04T01:36:19.155Z,"AFAIK you don't need to be manually added to be able to post to any of the Chemsky family of feeds. You just include the keywords/hashtags and you're away. Unlike the main Science feed where they use user list moderation to limit misinformation, anyone can post.",2,0,1,0,did:plc:ouy3nzsr33zwuo2xbufqyxab,scicommstudios.bsky.social,Anna Tanczos,2024-07-03T09:10:26.056Z,"Hi Martijn, are you the person to ask to add me to the #compchemsky feed?",1,0,0,0,,,,,,0,0,0,0
did:plc:qjzrpzlcmir3bkss4b5nh6ox,thielman.bsky.social,CHOAM Nomsky (festive),2024-07-17T14:09:35.869Z,what the fuck is this dogshit,14,37,254,4,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:kitpdozbbi6dvxrtp2gbqkou,shadeaurion.bsky.social,Shade Aurion,2024-07-23T16:48:02.346Z,"Rebuilding socials is scary at times but at least around here, the users are people, there is moderation/self moderation and you aren't having ads/misinformation blasted at you infinitely. It's a more wholesome place to build away from that toxic shit hole Twitter became",0,0,0,0,did:plc:kitpdozbbi6dvxrtp2gbqkou,shadeaurion.bsky.social,Shade Aurion,2024-07-23T16:44:29.188Z,"Do you best to catch yourself in the toxic behavior Twitter taught us. I had to myself for a time. It's a more chill place here. Engagement farming gets tagged and can be filtered out, verification is domain based and free and your art and data isn't stolen/fed into AI~",1,0,0,0,,,,,,0,0,0,0
did:plc:lwvjio7rxo2am62nonpap2vb,willoremus.com,Will Oremus,2024-07-24T17:14:33.947Z,SCOTUS rejected the right's push to equate content moderation with censorship. Yet a campaign of demonization and intimidation has succeeded in stifling independent research and tech industry initiatives on misinformation ahead of the 2024 election. www.washingtonpost.com/technology/2...,0,12,24,1,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:t6tuvuace6jl5a6x22hurbcc,ryefennec.bsky.social,Rye → PDFC,2024-07-28T14:49:19.135Z,"Start a misinformation labeler and put it out there. Unlike twitter, we can make our own moderation here",1,0,1,0,did:plc:er7kx5xcdeem2huceuu7hyez,familiaralien.bsky.social,Eugene,2024-07-28T03:13:46.044Z,Wish this site wasn't so upsets with wanting to be Twitter 2 so it could hold new outlets actually responsible for spreading dangerous misinformation.,4,0,15,0,,,,,,0,0,0,0
did:plc:iljjw2bkuvcrugonpazt6p3g,paninid.mastodon.world.ap.brid.gy,Coach Pāṇini ®,2024-07-30T23:27:47.000Z,"“When you have resigned yourself to the ubiquity of #misinformation — and when platforms have aggressively downsized the content moderation teams that might otherwise prevent you from doing so — you #shitpost.”

- @caseynewton […]",0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:df2b6oulgt4aixkbwt3klvbc,summerlee.xyz,summer 🐰🍂,2024-07-30T20:08:40.780Z,"Abuse and Misuse: Malicious actors might create decentralized moderation services to target specific individuals or groups unfairly, leading to harassment or spreading misinformation.",1,0,3,1,did:plc:df2b6oulgt4aixkbwt3klvbc,summerlee.xyz,summer 🐰🍂,2024-07-30T20:06:19.462Z,"Bluesky's composable moderation involves delegating moderation features to third parties, rather than relying solely on the official Bluesky moderation service... which brings opportunities and challenges.

Here are some of my perspectives on this approach 👇",14,1,10,0,,,,,,0,0,0,0
